letter,ID,P1,P2,time,cell,sex,X,Y,age,animal,synapses,treatment,category,R_a,notes,days_alone,animal_or_slicing_problems
LS3,22614009,-24.14,-52.23,30.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614009,-33.32,-1.54,30.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614009,-22.85,-16.71,30.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614009,-31.29,-7.47,30.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-8.85,-17.4,30.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-15.03,-12.59,30.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-25.98,-18.05,30.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-118.39,1.24,30.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-117.9,-12.92,30.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-120.15,-31.65,30.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-21.79,-148.75,31,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-21.43,-36.08,31.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-19.59,-16.53,31.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-16.52,-43.37,31.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-14.67,-130.02,31.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-131.88,-14.08,31.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-155.15,-5.01,31.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-22.04,-89.78,31.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-21.6,-160.76,31.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-36.8,-40.46,31.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-20.65,-109.76,31.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-21.7,-19.26,31.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-38.34,-30.41,32,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-176.1,-11.31,32.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-6.37,-13.09,32.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-45.32,-28.23,32.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-22.83,-6.35,32.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-27,-12.96,32.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-32.73,-159.08,32.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-111.39,-22.89,32.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-24.86,-164.02,32.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-182.83,-11.93,32.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-36.16,-146.03,32.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-134.84,-6.67,32.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-56.48,-6.43,33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-157.25,-1,33.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-21.9,-120.17,33.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-104.95,-9.74,33.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-26.28,-112.34,33.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-14.8,-100.86,33.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-142,-21.15,33.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-135.75,-13.07,33.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-18.82,-78.03,33.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-157.64,-6.88,33.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-57.08,-131.54,33.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-37.75,-21.88,33.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-12.63,-2.25,34,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-24.41,3.06,34.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-153.98,-4.44,34.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-18.75,-49.27,34.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-18.34,-22.61,34.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-161.48,-36.36,34.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-17.81,-32.46,34.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-30.83,-152.9,34.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-13.43,-126.95,34.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-16.12,-113.17,34.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-22.88,-142.51,34.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-72.27,-25.89,34.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-31.72,-144.64,35,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-118.5,-14.74,35.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-33.23,-7.59,35.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-25.42,-152.98,35.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-30.69,-23.97,35.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614010,-115.64,-34.47,35.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-19.76,-154.03,35.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-93.93,-10.92,35.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-130.73,-10.49,35.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-22.13,-4.43,35.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-32.38,-15.29,35.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-18.99,-11.06,35.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-32.38,-8.58,36,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-18.45,-160.06,36.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-135.56,-15.32,36.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-7.8,-22.45,36.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-25.45,-26.06,36.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-15.03,-7.09,36.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-152.7,-10.49,36.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-19.61,-91.63,36.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-20.17,-9.79,36.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-155.94,-17.4,36.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-131.59,-10.13,36.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-53.33,-15.49,36.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-22.32,-140.12,37,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-26.7,-131.07,37.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-24.35,-4.82,37.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-31.82,-17.17,37.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-97.95,-11.89,37.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-23.95,-67.28,37.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-146.48,-3.04,37.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-104.72,-30.87,37.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-141.91,-3.97,37.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-164.38,-8.13,37.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-110.57,-42.21,37.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-18.04,-138.89,37.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-130.13,-15.99,38,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-9.59,-134.71,38.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-16.85,-6.47,38.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-21.22,-13.28,38.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-35.04,-7.58,38.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-23.95,-25.17,38.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-4.91,-31.15,38.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-7.38,-4.94,38.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-38.99,-153.13,38.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-28.22,-111.23,38.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-26.34,-6.81,38.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-21.03,-160.19,38.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-14.81,-136.27,39,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-41.84,-16.2,39.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-12.17,-156.82,39.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-23.76,-125.08,39.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-20.34,-30.72,39.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-15.48,-17.31,39.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-11.8,-149.74,39.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-108.97,-19.25,39.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-25.18,-2.59,39.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-36.63,-13.44,39.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-149.51,-2.41,39.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-24.26,-141.45,39.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-4.6,-32.68,40,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-157.13,-11.26,40.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-117.47,-5.78,40.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-158.81,-17.82,40.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-17.9,-149.73,40.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS3,22614011,-11.7,-100.81,40.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-7.19,-15.73,0,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-12.03,-15.7,0.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-17.58,-66.41,0.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-15.59,-47.94,0.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-33.84,-42.39,0.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-30.52,-32.96,0.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-5.95,-55.39,0.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-7.81,-34.66,0.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-46.01,-41.74,0.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-21.29,-42.65,0.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-38.18,-38.79,0.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-37.33,-40.99,0.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-29.76,-43.19,1,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-39.91,-33.81,1.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-35.82,-40.09,1.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-29.53,-28.31,1.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-41.19,-43.02,1.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-37.4,-42.29,1.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-18.31,-40.89,1.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-15.17,-43.24,1.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-22.13,-47.76,1.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-39.14,-23.88,1.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-27.29,-37.67,1.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-23.05,-24.88,1.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-34.48,-21.66,2,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-25.69,-34.84,2.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-33.09,-33.7,2.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-37.64,-52.29,2.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-16.35,-40.16,2.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-13.65,-51.49,2.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-40.63,-11.33,2.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-38.98,-20.67,2.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-30.01,-7.42,2.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-22.63,-40.33,2.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-30.39,-52.36,2.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-23.44,-27.1,2.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-34.9,-50.16,3,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-22.82,-28.31,3.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-13.08,-52.14,3.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-33.07,-28.19,3.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-36.89,-41.78,3.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-44.57,-39.08,3.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-28.01,-40.22,3.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-34.32,-24.55,3.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-28.77,-45.86,3.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-36.43,-32.16,3.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-13.97,-45.7,3.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-33.1,-28.82,3.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-30.63,-28.19,4,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-19.74,-30.73,4.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-38.44,-32.95,4.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-25.49,-26.1,4.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-9.95,-36.19,4.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-27.97,-49.33,4.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-25.33,-34.49,4.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-22.24,-28.95,4.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-21.65,-24.71,4.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-21.12,-29.05,4.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-25.85,-44.16,4.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623002,-28.03,-37.8,4.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-36.94,-39.38,5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-11.4,-26.66,5.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-33.86,-14.33,5.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-29.1,-20.55,5.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-39.55,-31.62,5.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-32.94,-40.88,5.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-44.76,-38.65,5.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-53.88,-39.24,5.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-23.08,-25.53,5.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-28.75,-50.11,5.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-47.56,-27.42,5.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-39.24,-38.63,5.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-33.8,-30.13,6,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-50.09,-32.39,6.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-27.06,-24.01,6.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-26.07,-26.07,6.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-49.4,-22.55,6.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-37.74,-35.3,6.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-18.79,-27.95,6.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-39.38,-39.38,6.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-26.71,-38.31,6.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-33.31,-50.39,6.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-27.07,-39.28,6.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-25.83,-44.75,6.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-31.87,-70.94,7,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-43.05,-33.9,7.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-46.77,-44.33,7.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-27.77,-24.1,7.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-39.5,-41.94,7.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-19.24,-27.78,7.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-27.48,-39.69,7.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-31.56,-37.66,7.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-20.87,-37.35,7.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-19.81,-46.67,7.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-31.96,-30.74,7.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-22.47,-35.9,7.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-33.61,-29.34,8,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-28.42,-29.03,8.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-23.31,-20.26,8.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-22.48,-34.08,8.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-24.49,-38.53,8.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-20,-28.54,8.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-32.82,-36.48,8.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-30.43,-32.87,8.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-18.9,-32.94,8.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-16.17,-28.99,8.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-8.22,-51.55,8.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-26.76,-37.14,8.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-31.95,-27.68,9,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-21.66,-22.88,9.08,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-31.32,-53.29,9.17,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-30.44,-27.39,9.25,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-51.84,-25.6,9.33,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-31.41,-34.46,9.42,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-17.48,-27.25,9.5,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-44.27,-39.39,9.58,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-31.01,-26.13,9.67,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-23.37,-28.25,9.75,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-19.58,-42.77,9.83,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623004,-26.56,-38.77,9.92,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
LS4,22623005,-11.87,-21.02,10,,Female,NA,NA,NA,NA,Glutamate,Control,1,,,NA,NA
